Name,Region,Address,Contact,Curriculum
Holy Angels' School,Uttar pradesh,"Holy Angels' School,Sector 3 Rajinder Nagar, Sahibabad, Ghaziabad, Uttar Pradesh - 201005 ","['0120-2631845', '0120-2635010']",ICSE
Holy Child School,Uttar pradesh,"Holy Child School,111/b Nehru Nagar, Ghaziabad, Uttar Pradesh - 201001 ","['0120-2796839', '0120-2796680']",ICSE
Holy Trinity Church School,Uttar pradesh,"Holy Trinity Church School,Station Road, Ghaziabad, Uttar Pradesh - 201001 ",['0120-2863960'],ICSE
Ingraham Institute English School,Uttar pradesh,"Ingraham Institute English School,Hapur Road, Ghaziabad, Uttar Pradesh - 201001 ",['0120-2963115'],ICSE
Konark Public School,Uttar pradesh,"Konark Public School,Block-A Shalimar Garden Main, Sahibabad, Ghaziabad, Uttar Pradesh - 201005 ","['0120-2892579', '0120-2621170']",ICSE
Modern Academy,Uttar pradesh,"Modern Academy,Plot #9 Shakti Khand-I, Indirapuram, Ghaziabad, Uttar Pradesh - 201010 ","['0120-2606998', '0120-2606999']",ICSE
Mount Carmel School,Uttar pradesh,"Mount Carmel School,Muradnagar, Ghaziabad, Uttar Pradesh - 201206 ",['01232-226445'],ICSE
S. D. A. Senior Secondary School,Uttar pradesh,"S. D. A. Senior Secondary School,Meerut Road, Hapur, Ghaziabad, Uttar Pradesh - 245101 ","['0122-2304555', '0122-2305740']",ICSE
St. Joseph's Academy,Uttar pradesh,"St. Joseph's Academy,Mariam Nagar, Ghaziabad, Uttar Pradesh - 201003 ","['0120-28711038', '0120-28711699']",ICSE
St. Mary's Convent School,Uttar pradesh,"St. Mary's Convent School,B-Block, Shastri Nagar, Ghaziabad, Uttar Pradesh - 201002 ",['0120-2714367'],ICSE
St. Paul's Academy,Uttar pradesh,"St. Paul's Academy,Sector 9, New Raj Nagar, Ghaziabad, Uttar Pradesh - 201002 ","['0120-4263447', '9958472707']",ICSE
St. Teresa's Academy,Uttar pradesh,"St. Teresa's Academy,Modi Nagar P. O., Harmukhpuri, Ghaziabad, Uttar Pradesh - 201201 ",['01232-244085'],ICSE
St. Teresa's Convent School,Uttar pradesh,"St. Teresa's Convent School,Sarvodaya Nagar, Ghaziabad, Uttar Pradesh - 208006 ","['0120-2843895', '0120-2740006']",ICSE
St. Xavier's School,Uttar pradesh,"St. Xavier's School,Khera, Pilkhawa, Ghaziabad, Uttar Pradesh - 245304 ",['0122-2322827'],ICSE
St. John's School,Uttar pradesh,"St. John's School,Tulsipur Chawni Lane Post, Ghazipur, Uttar Pradesh - 233001 ","['0548-2225522', '0548-2221855']",ICSE
St. Mary's School,Uttar pradesh,"St. Mary's School,Zamania Post, Ghazipur, Uttar Pradesh - 232329 ",['05497-252590'],ICSE
Fatima School,Uttar pradesh,"Fatima School,Bardhai Bazar Manakpur, Gonda, Uttar Pradesh - 271302 ","['05265-231113', '08765287868']",ICSE
Apex Public School,Uttar pradesh,"Apex Public School,Knowledge Camp Saraiya Bazar Medical College Road, Gorakhpur, Uttar Pradesh - 273013 ",['09598069077'],ICSE
Carmel School,Uttar pradesh,"Carmel School,Civil Lines, Gorakhpur, Uttar Pradesh - 273009 ","['0551-2205699', '0551-3298484']",ICSE
Durga Public School,Uttar pradesh,"Durga Public School,Kusmhi, Gorakhpur, Uttar Pradesh - 273002 ",['09415244594'],ICSE
H. P. Children's Academy,Uttar pradesh,"H. P. Children's Academy,9 Civil Lines, Gorakhpur, Uttar Pradesh - 273001 ",['0551-2341041'],ICSE
Little Flower School,Uttar pradesh,"Little Flower School, Chargawan,Chargawan, Gorakhpur, Gorakhpur, Uttar Pradesh - 273013 ",['lfsraptinagar.ac.in/'],ICSE
Little Flower School,Uttar pradesh,"Little Flower School, Dharampur,St Anthony Nagar, P.o-Gita Vatika, Dharampur, St. Anthony Nagar, Gorakhpur, Uttar Pradesh - 273006 ",['littleflowerschoolgkp.com'],ICSE
Metropolitan School,Uttar pradesh,"Metropolitan School,Medical College Road, Gulhariya Bazar, Gorakhpur, Uttar Pradesh - 273013 ",['0551-2504332'],ICSE
R.P.M. Academy,Uttar pradesh,"R.P.M. Academy,Ranipur, Kauriram, Gorakhpur, Uttar Pradesh - 273413 ","['07607001127', '07607001135']",ICSE
Sacred Heart Academy,Uttar pradesh,"Sacred Heart Academy,Shahpur P. O. Jungle Saligram Via P. A. C, Via P.a.c., Gorakhpur, Uttar Pradesh - 273014 ",['0551-2281925'],ICSE
Springer Public School,Uttar pradesh,"Springer Public School,B-3 Industrial Area, Gorakhpur, Uttar Pradesh - 273006 ",['9005313591'],ICSE
St. Joseph's High School,Uttar pradesh,"St. Joseph's High School,P.O., Gorakhnath, Gorakhpur, Uttar Pradesh - 273015 ",['www.sjsgorakhnath.org/'],ICSE
St. Joseph's School,Uttar pradesh,"St. Joseph's School,Jungle Chauri P. O. M. M. M. Engg. College ( Via ), Khorabar, Gorakhpur, Uttar Pradesh - 273010 ","['09235405303', '0551-2273299']",ICSE
St. Jude's School,Uttar pradesh,"St. Jude's School,Mohaddipur, Gorakhpur, Uttar Pradesh - 273008 ",['0551-2202163'],ICSE
St. Paul's School,Uttar pradesh,"St. Paul's School,Chargawan P. O., Moghalpur, Gorakhpur, Uttar Pradesh - 273013 ",['0551-2500198'],ICSE
Stepping Stone Children Academy,Uttar pradesh,"Stepping Stone Children Academy,Subhash Chandra Bose Nagar, Gorakhpur, Uttar Pradesh - 273015 ","['07379222293', '0551-3091196']",ICSE
Vikas Bharti School,Uttar pradesh,"Vikas Bharti School,Bharti Puram Pipraich Road P. O. Unaula, Gorakhpur, Uttar Pradesh - 273152 ","['09935140562', '09935074825']",ICSE
Virendra Nath Ganguly Memorial School,Uttar pradesh,"Virendra Nath Ganguly Memorial School,Ganguly Tola, Basharatpur, Gorakhpur, Uttar Pradesh - 273004 ",['0551-2501847'],ICSE
Christu Jyoti Convent School,Uttar pradesh,"Christu Jyoti Convent School,Jyoti Nagar Garhmukteshwar P. O., Ghaziabad, Hapur, Uttar Pradesh - 245205 ",['0120-221860'],ICSE
Bal Vidya Bhawan Public School,Uttar pradesh,"Bal Vidya Bhawan Public School,Nagheta Road, Hardoi, Uttar Pradesh - 241001 ",['05852-232060'],ICSE
St. Theresa's School,Uttar pradesh,"St. Theresa's School,Sarai Marukhpur P. O., Sandila, Hardoi, Uttar Pradesh - 241204 ","['05854-271146', '05854-270127']",ICSE
Sacred Heart Centenary Academy,Uttar pradesh,"Sacred Heart Centenary Academy,New Mechanic Nagar Konch Road, Orai, Jalaun, Uttar Pradesh - 285001 ",['01562-257869'],ICSE
St. John's School,Uttar pradesh,"St. John's School,Siddiqpur, Jaunpur, Uttar Pradesh - 222110 ",['05452-265998'],ICSE
Blue Bells Public School,Uttar pradesh,"Blue Bells Public School,125/2 Civil Lines, Jhansi, Uttar Pradesh - 284001 ","['+91-8417001101', '+91-8417001102']",ICSE
Cathedral College,Uttar pradesh,"Cathedral College,Railway Colony, Jhansi, Uttar Pradesh - 284003 ","['0510-2483319', '0510-6510299']",ICSE
Christ The King College,Uttar pradesh,"Christ The King College,Rani Laxmibai Marg, Jhansi, Uttar Pradesh - 284001 ",['1940'],ICSE
Don Bosco School,Uttar pradesh,"Don Bosco School,Prem Nagar, Jhansi, Uttar Pradesh - 284003 ",['0510-2310805'],ICSE
Margaret Leask Memorial English School,Uttar pradesh,"Margaret Leask Memorial English School,C. P. Mission Compound, Gwalior Road, Jhansi, Uttar Pradesh - 284003 ",['0510-2452151'],ICSE
Modern School,Uttar pradesh,"Modern School,544 Kochhabhanwar Kanpur Road, Jhansi, Uttar Pradesh - 284001 ","['0510-6540333', '0510-6540111']",ICSE
Rani Laxmi Bai Public School,Uttar pradesh,"Rani Laxmi Bai Public School,47 Cavalry Road Cantt, Jhansi Cantt., Jhansi, Uttar Pradesh - 284001 ","['0510-2471077', '0510-2471903']",ICSE
Sacred Heart Convent School,Uttar pradesh,"Sacred Heart Convent School,Project Colony, Parichha, Jhansi, Uttar Pradesh - 284305 ",['0517-2782280'],ICSE
St. Francis' Convent Inter College,Uttar pradesh,"St. Francis' Convent Inter College,P. O. Box #1, Jhansi, Uttar Pradesh - 284001 ",['0510-2471911'],ICSE
St. Mark's College,Uttar pradesh,"St. Mark's College,71 Carriappa Road, Jhansi, Uttar Pradesh - 284001 ","['0510-2370155', '0510-6450148']",ICSE
St. Xavier's High School,Uttar pradesh,"St. Xavier's High School,B. H. E. L., Khailar, Jhansi, Uttar Pradesh - 284129 ",['0517-2414288'],ICSE
The Woods Heritage School,Uttar pradesh,"The Woods Heritage School,Allahabad Bank Crossing Civil Lines, Jhansi, Uttar Pradesh - 284001 ","['0510-2471010', '0510-2471111']",ICSE
City Children's Academy,Uttar pradesh,"City Children's Academy,Sarai Dayamganj Khubariyapur Road, Chhibramau, Kannauj, Uttar Pradesh - 209721 ",['05691-214222'],ICSE
Acme Public School,Uttar pradesh,"Acme Public School,Kanpur, Kanpur Nagar, Uttar Pradesh - 208027 ",['09956758570'],ICSE
B. G. Public School,Uttar pradesh,"B. G. Public School,1021 Wajid Pur Near Siddhnath Templejajmau Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh - 208010 ",['0512-2462655'],ICSE
Bhagwanti Education Centre,Uttar pradesh,"Bhagwanti Education Centre,52 Q-Block Sharda Near Gudev Palace, Kanpur, Kanpur Nagar, Uttar Pradesh - 208025 ","['0512-2580443', '0512-3253025']",ICSE
Bishop Westcott School,Uttar pradesh,"Bishop Westcott School,16/104 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ",['0512-2306239'],ICSE
Bobson Public School,Uttar pradesh,"Bobson Public School,111 Harding Road Meerpur Cantt, Meerpur Cantt., Kanpur Nagar, Uttar Pradesh - 208004 ","['0512-2328894', '0512-2311580']",ICSE
City Model College,Uttar pradesh,"City Model College,B-Block Kalpi Road ( Panki ), Kanpur, Kanpur Nagar, Uttar Pradesh - 208020 ","['09935862985', '09336247984']",ICSE
DR. Brij Kishori Dubey Memorial School,Uttar pradesh,"DR. Brij Kishori Dubey Memorial School,127/c-1/559 W-1 Saket, Saket Nagar, Kanpur Nagar, Uttar Pradesh - 208014 ",['0512-2611608'],ICSE
DR. Virendra Swarup 21st Century School,Uttar pradesh,"DR. Virendra Swarup 21st Century School,Plot #6 N-Block Govind, Govind Nagar, Kanpur Nagar, Uttar Pradesh - 208006 ","['0512-2652171', '0512-2652166']",ICSE
DR. Virendra Swarup Education Centre,Uttar pradesh,"DR. Virendra Swarup Education Centre,435-A H-2 Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ",['0512-2602365'],ICSE
DR. Virendra Swarup Education Centre,Uttar pradesh,"DR. Virendra Swarup Education Centre,Avadhpuri G. T. Road, G.t. Road, Kanpur Nagar, Uttar Pradesh - 208024 ","['0512-2581411', '0512-2581711']",ICSE
DR. Virendra Swarup Memorial Public School,Uttar pradesh,"DR. Virendra Swarup Memorial Public School,15/60 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ","['0512-2305414', '0512-2305440']",ICSE
DR. Virendra Swarup Public School,Uttar pradesh,"DR. Virendra Swarup Public School,75 Cantonment, Kanpur, Kanpur Nagar, Uttar Pradesh - 208004 ","['0512-2304428', '8808220022']",ICSE
Guru Har Rai Academy,Uttar pradesh,"Guru Har Rai Academy,Across Over Bridge of Ramadevi Bypass, Sangwa Road, Kanpur Nagar, Uttar Pradesh - 208021 ","['9919771133', '9565222270']",ICSE
Huddard High School,Uttar pradesh,"Huddard High School,15/54 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ",['0512-2304437'],ICSE
Karam Devi Memorial Academy World,Uttar pradesh,"Karam Devi Memorial Academy World,O/101 Keshav Puram Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh - 208019 ",['+917860023214'],ICSE
Maharana Pratap Education Centre,Uttar pradesh,"Maharana Pratap Education Centre,430 Indrapuri Sharda, Sharda Nagar, Kanpur Nagar, Uttar Pradesh - 208025 ","['0512-2580743', '0512-3254734']",ICSE
Mary Jesus Education Center,Uttar pradesh,"Mary Jesus Education Center,S-3 West ( U. P. U. D. P. ) Barra-8, Barra , Kanpur Nagar, Uttar Pradesh - 208027 ","['0512-2683207', '08799191821']",ICSE
Mary Jesus School,Uttar pradesh,"Mary Jesus School,498 Daheli Sujanpur Shyam Nagar Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh - 208013 ",['9235462913'],ICSE
Mercy Memorial School,Uttar pradesh,"Mercy Memorial School,1272-1427-Y Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ","['0512-2662182', '0512-2611781']",ICSE
Methodist High School,Uttar pradesh,"Methodist High School,73 Cantonment, Kanpur, Kanpur Nagar, Uttar Pradesh - 208004 ","['0512-2154607', '0512-2304607']",ICSE
S. J. Education Centre,Uttar pradesh,"S. J. Education Centre,Hanspuram ( Canal Road ), Naubasta, Kanpur Nagar, Uttar Pradesh - 208021 ",['0512-6552794'],ICSE
The Chintels School,Uttar pradesh,"The Chintels School,121 H. I. G. Ratan Lal, Kanpur, Kanpur Nagar, Uttar Pradesh - 208022 ","['0512-2200251', '0512-2281826']",ICSE
City Model College,Uttar pradesh,"City Model College,B-Block Kalpi Road ( Panki ), Kanpur, Kanpur Nagar, Uttar Pradesh - 208020 ","['09935862985', '09336247984']",ICSE
South City Public School,Uttar pradesh,"South City Public School,1208 Basant Vihar, Naubasta, Kanpur Nagar, Uttar Pradesh - 208021 ","['0512-2620801', '0512-2630977']",ICSE
St. Mary's Convent High School,Uttar pradesh,"St. Mary's Convent High School,53 Tagore Road Cantt, Kanpur, Kanpur Nagar, Uttar Pradesh - 208004 ",['1899'],ICSE
PT. D.P. Mishra Memorial Public School,Uttar pradesh,"PT. D.P. Mishra Memorial Public School,222 B Saran Estate, Ahirwan, Kanpur Nagar, Uttar Pradesh - 208007 ","['8005184525', '005184525']",ICSE
DR. Virendra Swarup Public School,Uttar pradesh,"DR. Virendra Swarup Public School,75 Cantonment, Kanpur, Kanpur Nagar, Uttar Pradesh - 208004 ","['0512-2304428', '8808220022']",ICSE
DR. Virendra Swarup Memorial Public School,Uttar pradesh,"DR. Virendra Swarup Memorial Public School,15/60 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ","['0512-2305414', '0512-2305440']",ICSE
Huddard High School,Uttar pradesh,"Huddard High School,15/54 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ",['0512-2304437'],ICSE
Wendy High School,Uttar pradesh,"Wendy High School,6 Naramau G. T. Road, G.t. Road, Kanpur Nagar, Uttar Pradesh - 208016 ","['0512-2570744', '0512-2570138']",ICSE
Mother Teresa Mission Higher Secondary School,Uttar pradesh,"Mother Teresa Mission Higher Secondary School,50 K ' K ' - Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ","['0512-2614566', '0512-3947586']",ICSE
Mother Teresa Higher Secondary School,Uttar pradesh,"Mother Teresa Higher Secondary School,576 W-block Keshav Nagar Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh - 208014 ",['0512-2615377'],ICSE
Sheiling House School,Uttar pradesh,"Sheiling House School,' Zoe Ville ' 10/498, Allenganj, Kanpur Nagar, Uttar Pradesh - 208001 ","['0512-2548671', '0512-2549741']",ICSE
Swaraj India Public School,Uttar pradesh,"Swaraj India Public School,117/m/8, Kakadeo, Kanpur Nagar, Uttar Pradesh - 208019 ","['0512-2500309', '0512-2504442']",ICSE
Nurture International School,Uttar pradesh,"Nurture International School,938-A Barra-2, Kanpur, Kanpur Nagar, Uttar Pradesh - 208027 ","['0512-2613076', '0512-26551150']",ICSE
Mary Jesus School,Uttar pradesh,"Mary Jesus School,498 Daheli Sujanpur Shyam Nagar Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh - 208013 ",['9235462913'],ICSE
U. P. Kirana Seva Samiti Vidyalaya,Uttar pradesh,"U. P. Kirana Seva Samiti Vidyalaya,H-1 Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ","['0512-2612073', '0512-2605506']",ICSE
St. Mary's Orthodox School,Uttar pradesh,"St. Mary's Orthodox School,Plot #92 Block-X/1 Krishnapuram G. T. Road, G.t. Road, Kanpur Nagar, Uttar Pradesh - 208007 ","['0512-2401710', '0512-3219650']",ICSE
Mercy Memorial School,Uttar pradesh,"Mercy Memorial School,1272-1427-Y Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ","['0512-2662182', '0512-2611781']",ICSE
Sardar Patel Public School,Uttar pradesh,"Sardar Patel Public School,S-4 Deen Dayal Puram Naubasta, Kanpur, Kanpur Nagar, Uttar Pradesh - 208021 ",['0512-2602711'],ICSE
United Public School,Uttar pradesh,"United Public School,13/393 Civil Lines, Kanpur, Kanpur Nagar, Uttar Pradesh - 208001 ","['0512-2530695', '0512-2531522']",ICSE
St. Thomas School,Uttar pradesh,"St. Thomas School,128/440 ' K ' - Block Kidwai, Kidwai Nagar, Kanpur Nagar, Uttar Pradesh - 208011 ","['0512-2602348', '0512-3290731']",ICSE
St. Thereses School,Uttar pradesh,"St. Thereses School,Padrauna, Kushinagar, Uttar Pradesh - 274304 ","['09415212269', '08090578303']",ICSE
Cambridge Public School,Uttar pradesh,"Cambridge Public School,Bhira Road Palia Kalan Lakhimpur Kheri Kheri-262 902, Lakhimpur Kheri, Uttar Pradesh - 262902 ",['05871-233132'],ICSE
Children's Academy,Uttar pradesh,"Children's Academy,Meerpur Aira Road, Lakhimpur, Lakhimpur Kheri, Uttar Pradesh - 262701 ","['05872-320487', '05872-296848']",ICSE
Edmonton Public School,Uttar pradesh,"Edmonton Public School,Dudhwa Road Palia Kalan Lakhmipur-262 902, Lakhmipur Kheri, Lakhimpur Kheri, Uttar Pradesh ",['05871-233908'],ICSE
Global Convent School,Uttar pradesh,"Global Convent School,Sitapur Road Near L. R. P. Chauraha, Lakhimpur, Lakhimpur Kheri, Uttar Pradesh - 262701 ",['05872-262062'],ICSE
Gurukul Academy,Uttar pradesh,"Gurukul Academy,Near Dudhwa Road Palia Kalan -262 902, Na, Lakhimpur Kheri, Uttar Pradesh - 262902 ","['05871-233629', '05871-233624']",ICSE
Lucknow Public School,Uttar pradesh,"Lucknow Public School,L. R. P. Chauraha Gola Road Lakhimpur Kheri Kheri-262 701, Lakhimpur Kheri, Uttar Pradesh ",['05872-264104'],ICSE
Saint ANN College,Uttar pradesh,"Saint ANN College,Post -262 902, Palia, Lakhimpur Kheri, Uttar Pradesh - 262902 ",['05871-233648'],ICSE
The Indian Academy,Uttar pradesh,"The Indian Academy,Dudhwa Road P. O. Palia Kalan-262 902, Kheri, Lakhimpur Kheri, Uttar Pradesh ","['05871-234562', '09307135570']",ICSE
Vivekanand Academy,Uttar pradesh,"Vivekanand Academy,-262 901, Bhira, Lakhimpur Kheri, Uttar Pradesh ",['05870-247209'],ICSE
Dominic Savio English Medium School,Uttar pradesh,"Dominic Savio English Medium School,Civil Lines, Court Road, Lalitpur, Uttar Pradesh - 284403 ",['05176-272049'],ICSE
Modern Public School,Uttar pradesh,"Modern Public School,Civil Lines, Jhansi Road, Lalitpur, Uttar Pradesh - 284403 ",['05176-272545'],ICSE
St. Joseph Vaz' Vidyaniketan,Uttar pradesh,"St. Joseph Vaz' Vidyaniketan,Matatila Road Village-Khandi, Talbehat, Lalitpur, Uttar Pradesh - 284125 ",['05175-232025'],ICSE
St. Lawrence School,Uttar pradesh,"St. Lawrence School,Mehroni, Lalitpur, Uttar Pradesh - 284405 ",['05172-250112'],ICSE
AL Huda Model School,Uttar pradesh,"AL Huda Model School,Alhuda Enclave Triveni Nagar III, Sitapur Road, Lucknow, Uttar Pradesh - 226020 ",['0522-2756419'],ICSE
Brains Convent School,Uttar pradesh,"Brains Convent School,Murtuza Husain Road, Raja Bazar, Lucknow, Uttar Pradesh - 226003 ",['0522-2260281'],ICSE
Career Convent College,Uttar pradesh,"Career Convent College,Vikas Nagar, Lucknow, Uttar Pradesh - 226022 ","['0522-4026147', '0522-2769508']",ICSE
Career Convent Girl's College,Uttar pradesh,"Career Convent Girl's College,Sector 6 Adjacent Power House, Vikas Nagar, Lucknow, Uttar Pradesh - 226022 ","['0522-2768930', '0522-4009099']",ICSE
Christ Church College,Uttar pradesh,"Christ Church College,Opposite Gp. O. M. G. Road, Hazratganj, Lucknow, Uttar Pradesh - 226001 ",['0522-2239138'],ICSE
City Convent School,Uttar pradesh,"City Convent School,H. I. G. / C-1613, Rajajipuram, Lucknow, Uttar Pradesh - 226017 ","['0522-2410723', '0522-2418421']",ICSE
City Montessori High School,Uttar pradesh,"City Montessori High School,Rajinder Nagar Aishbagh Road, Rajender Nagar, Lucknow, Uttar Pradesh - 226004 ",['0522-2691895'],ICSE
City Montessori Inter College,Uttar pradesh,"City Montessori Inter College,11 Station Road, Lucknow, Uttar Pradesh - 226001 ","['0522-2636607', '0522-2636424']",ICSE
City Montessori Inter College,Uttar pradesh,"City Montessori Inter College,Hardoi Marg Chowk, Lucknow, Uttar Pradesh - 226001 ",['0522-2254065'],ICSE
